Film Title,Clip Title, Clip ID,Frame Number,Image Name,Close-up code I
Blackmail,Knife,1413,1271,analysisset/CU/1413_001271.jpg,CUT
Blackmail,Knife,1413,1715,analysisset/CU/1413_001715.jpg,CUT
Blackmail,Knife,1413,1219,analysisset/CU/1413_001219.jpg,CUT
Blackmail,Knife,1413,1650,analysisset/CU/1413_001650.jpg,CUT
The Texas Chain Saw Massacre,Safe Haven,1023,2795,analysisset/CU/1023_002795.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,2956,analysisset/CU/1023_002956.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,4841,analysisset/CU/1023_004841.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,5103,analysisset/CU/1023_005103.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,5893,analysisset/CU/1023_005893.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,6581,analysisset/CU/1023_006581.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,6734,analysisset/CU/1023_006734.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,6863,analysisset/CU/1023_006863.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,6963,analysisset/CU/1023_006963.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,7206,analysisset/CU/1023_007206.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,2789,analysisset/CU/1023_002789.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,2952,analysisset/CU/1023_002952.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,4838,analysisset/CU/1023_004838.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,5097,analysisset/CU/1023_005097.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,5927,analysisset/CU/1023_005927.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,6550,analysisset/CU/1023_006550.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,6763,analysisset/CU/1023_006763.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,6801,analysisset/CU/1023_006801.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,6945,analysisset/CU/1023_006945.jpg,CUZ
The Texas Chain Saw Massacre,Safe Haven,1023,7142,analysisset/CU/1023_007142.jpg,CUZ
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,3089,analysisset/CU/1344_003089.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,3911,analysisset/CU/1344_003911.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,3973,analysisset/CU/1344_003973.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4318,analysisset/CU/1344_004318.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4647,analysisset/CU/1344_004647.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4680,analysisset/CU/1344_004680.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4835,analysisset/CU/1344_004835.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4857,analysisset/CU/1344_004857.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4982,analysisset/CU/1344_004982.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5023,analysisset/CU/1344_005023.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5240,analysisset/CU/1344_005240.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5262,analysisset/CU/1344_005262.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5397,analysisset/CU/1344_005397.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5558,analysisset/CU/1344_005558.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5861,analysisset/CU/1344_005861.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5950,analysisset/CU/1344_005950.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,6173,analysisset/CU/1344_006173.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,6196,analysisset/CU/1344_006196.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,8449,analysisset/CU/1344_008449.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,8474,analysisset/CU/1344_008474.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,3048,analysisset/CU/1344_003048.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,3933,analysisset/CU/1344_003933.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4064,analysisset/CU/1344_004064.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4413,analysisset/CU/1344_004413.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4527,analysisset/CU/1344_004527.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4696,analysisset/CU/1344_004696.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4823,analysisset/CU/1344_004823.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4887,analysisset/CU/1344_004887.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,4924,analysisset/CU/1344_004924.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5069,analysisset/CU/1344_005069.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5234,analysisset/CU/1344_005234.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5297,analysisset/CU/1344_005297.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5359,analysisset/CU/1344_005359.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5567,analysisset/CU/1344_005567.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,5913,analysisset/CU/1344_005913.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,6064,analysisset/CU/1344_006064.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,6125,analysisset/CU/1344_006125.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,6249,analysisset/CU/1344_006249.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,8421,analysisset/CU/1344_008421.jpg,CU
Moonrise Kingdom,A Day at Mile 3.25 Tidal Inlet,1344,8468,analysisset/CU/1344_008468.jpg,CU
Way Down East,A Fake Proposal,1402,1227,analysisset/CU/1402_001227.jpg,CU
Way Down East,A Fake Proposal,1402,1877,analysisset/CU/1402_001877.jpg,CU
Way Down East,A Fake Proposal,1402,2542,analysisset/CU/1402_002542.jpg,CU
Way Down East,A Fake Proposal,1402,3549,analysisset/CU/1402_003549.jpg,CU
Way Down East,A Fake Proposal,1402,3782,analysisset/CU/1402_003782.jpg,CU
Way Down East,A Fake Proposal,1402,1201,analysisset/CU/1402_001201.jpg,CU
Way Down East,A Fake Proposal,1402,1995,analysisset/CU/1402_001995.jpg,CU
Way Down East,A Fake Proposal,1402,2591,analysisset/CU/1402_002591.jpg,CU
Way Down East,A Fake Proposal,1402,3458,analysisset/CU/1402_003458.jpg,CU
Way Down East,A Fake Proposal,1402,3657,analysisset/CU/1402_003657.jpg,CU
Broken Blossoms,A Friendship,1429,2705,analysisset/CU/1429_002705.jpg,CU
Broken Blossoms,A Friendship,1429,3085,analysisset/CU/1429_003085.jpg,CU
Broken Blossoms,A Friendship,1429,4044,analysisset/CU/1429_004044.jpg,CU
Broken Blossoms,A Friendship,1429,4275,analysisset/CU/1429_004275.jpg,CU
Broken Blossoms,A Friendship,1429,4490,analysisset/CU/1429_004490.jpg,CU
Broken Blossoms,A Friendship,1429,4797,analysisset/CU/1429_004797.jpg,CU
Broken Blossoms,A Friendship,1429,2215,analysisset/CU/1429_002215.jpg,CU
Broken Blossoms,A Friendship,1429,3421,analysisset/CU/1429_003421.jpg,CU
Broken Blossoms,A Friendship,1429,3888,analysisset/CU/1429_003888.jpg,CU
Broken Blossoms,A Friendship,1429,4276,analysisset/CU/1429_004276.jpg,CU
Broken Blossoms,A Friendship,1429,4517,analysisset/CU/1429_004517.jpg,CU
Broken Blossoms,A Friendship,1429,4912,analysisset/CU/1429_004912.jpg,CU
The Seas Beneath,A New Mission,1421,183,analysisset/CU/1421_000183.jpg,CUTRAN
The Seas Beneath,A New Mission,1421,284,analysisset/CU/1421_000284.jpg,CUTRAN
The Seas Beneath,A New Mission,1421,482,analysisset/CU/1421_000482.jpg,CUTRAN
The Seas Beneath,A New Mission,1421,653,analysisset/CU/1421_000653.jpg,CUTRAN
The Seas Beneath,A New Mission,1421,981,analysisset/CU/1421_000981.jpg,CUTRAN
The Seas Beneath,A New Mission,1421,190,analysisset/CU/1421_000190.jpg,CUTRAN
The Seas Beneath,A New Mission,1421,422,analysisset/CU/1421_000422.jpg,CUTRAN
The Seas Beneath,A New Mission,1421,486,analysisset/CU/1421_000486.jpg,CUTRAN
The Seas Beneath,A New Mission,1421,809,analysisset/CU/1421_000809.jpg,CUTRAN
The Seas Beneath,A New Mission,1421,963,analysisset/CU/1421_000963.jpg,CUTRAN
Carrie,A Pretty Girl,1152,516,analysisset/CU/1152_000516.jpg,CU
Carrie,A Pretty Girl,1152,804,analysisset/CU/1152_000804.jpg,CU
Carrie,A Pretty Girl,1152,984,analysisset/CU/1152_000984.jpg,CU
Carrie,A Pretty Girl,1152,1210,analysisset/CU/1152_001210.jpg,CU
Carrie,A Pretty Girl,1152,1366,analysisset/CU/1152_001366.jpg,CU
Carrie,A Pretty Girl,1152,1652,analysisset/CU/1152_001652.jpg,CU
Carrie,A Pretty Girl,1152,3219,analysisset/CU/1152_003219.jpg,CU
Carrie,A Pretty Girl,1152,518,analysisset/CU/1152_000518.jpg,CU
Carrie,A Pretty Girl,1152,893,analysisset/CU/1152_000893.jpg,CU
Carrie,A Pretty Girl,1152,991,analysisset/CU/1152_000991.jpg,CU
Carrie,A Pretty Girl,1152,1125,analysisset/CU/1152_001125.jpg,CU
Carrie,A Pretty Girl,1152,1345,analysisset/CU/1152_001345.jpg,CU
Carrie,A Pretty Girl,1152,3232,analysisset/CU/1152_003232.jpg,CU
The Diving Bell and the Butterfly,A Visit from a Long Lost Friend,924,13,analysisset/CU/924_000013.jpg,CU
The Diving Bell and the Butterfly,A Visit from a Long Lost Friend,924,496,analysisset/CU/924_000496.jpg,CU
The Diving Bell and the Butterfly,A Visit from a Long Lost Friend,924,1810,analysisset/CU/924_001810.jpg,CU
The Diving Bell and the Butterfly,A Visit from a Long Lost Friend,924,2177,analysisset/CU/924_002177.jpg,CU
The Diving Bell and the Butterfly,A Visit from a Long Lost Friend,924,4316,analysisset/CU/924_004316.jpg,CU
The Diving Bell and the Butterfly,A Visit from a Long Lost Friend,924,4506,analysisset/CU/924_004506.jpg,CU
The Diving Bell and the Butterfly,A Visit from a Long Lost Friend,924,12,analysisset/CU/924_000012.jpg,CU
The Diving Bell and the Butterfly,A Visit from a Long Lost Friend,924,1318,analysisset/CU/924_001318.jpg,CU
The Diving Bell and the Butterfly,A Visit from a Long Lost Friend,924,1798,analysisset/CU/924_001798.jpg,CU
The Diving Bell and the Butterfly,A Visit from a Long Lost Friend,924,2149,analysisset/CU/924_002149.jpg,CU
The Diving Bell and the Butterfly,A Visit from a Long Lost Friend,924,4299,analysisset/CU/924_004299.jpg,CU
The Diving Bell and the Butterfly,A Visit from a Long Lost Friend,924,4499,analysisset/CU/924_004499.jpg,CU
The Diving Bell and the Butterfly,A Visit to Papinou,938,126,analysisset/CU/938_000126.jpg,CU
The Diving Bell and the Butterfly,A Visit to Papinou,938,6342,analysisset/CU/938_006342.jpg,CU
The Diving Bell and the Butterfly,A Visit to Papinou,938,6750,analysisset/CU/938_006750.jpg,CU
The Diving Bell and the Butterfly,A Visit to Papinou,938,81,analysisset/CU/938_000081.jpg,CU
The Diving Bell and the Butterfly,A Visit to Papinou,938,6146,analysisset/CU/938_006146.jpg,CU
The Diving Bell and the Butterfly,A Visit to Papinou,938,6775,analysisset/CU/938_006775.jpg,CU
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,118,analysisset/CU/1387_000118.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,1332,analysisset/CU/1387_001332.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,2034,analysisset/CU/1387_002034.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,3465,analysisset/CU/1387_003465.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,3627,analysisset/CU/1387_003627.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,4072,analysisset/CU/1387_004072.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,4236,analysisset/CU/1387_004236.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,5284,analysisset/CU/1387_005284.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,5356,analysisset/CU/1387_005356.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,6233,analysisset/CU/1387_006233.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,6501,analysisset/CU/1387_006501.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,6688,analysisset/CU/1387_006688.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,7878,analysisset/CU/1387_007878.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,8605,analysisset/CU/1387_008605.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,8713,analysisset/CU/1387_008713.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,8974,analysisset/CU/1387_008974.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,9848,analysisset/CU/1387_009848.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,10577,analysisset/CU/1387_010577.jpg,CUT
